#Ex-MESA profile, from P12_MESA_Profile.data
#[Mass]                  [Pressure]              [Temperature]           [Radius]                [Density]               [E_internal]            
1.7393988e+33           3.4506858e+03           6.9278535e+03           5.9552485e+12           7.9292274e-09           2.1746098e+12          
1.7393937e+33           3.5091221e+03           7.0943498e+03           5.9538099e+12           7.8557073e-09           2.2139023e+12          
1.7393829e+33           3.5888148e+03           7.2873508e+03           5.9507153e+12           7.7945433e-09           2.2671152e+12          
1.7393720e+33           3.6713197e+03           7.4598435e+03           5.9475932e+12           7.7594328e-09           2.3233102e+12          
1.7393605e+33           3.7566612e+03           7.6149109e+03           5.9442455e+12           7.7457492e-09           2.3817607e+12          
1.7393489e+33           3.8904843e+03           7.8293026e+03           5.9408881e+12           7.7476887e-09           2.4764244e+12          
1.7393243e+33           4.0794523e+03           8.0708592e+03           5.9337291e+12           7.8033531e-09           2.6062011e+12          
1.7392981e+33           4.2817672e+03           8.2836628e+03           5.9261378e+12           7.8950832e-09           2.7439753e+12          
1.7392701e+33           4.4985376e+03           8.4752938e+03           5.9181257e+12           8.0171364e-09           2.8873215e+12          
1.7392404e+33           4.7308092e+03           8.6507205e+03           5.9096891e+12           8.1651185e-09           3.0355977e+12          
1.7392086e+33           4.9794116e+03           8.8132033e+03           5.9008442e+12           8.3356961e-09           3.1888776e+12          
1.7391749e+33           5.2456118e+03           8.9653289e+03           5.8916037e+12           8.5276124e-09           3.3466412e+12          
1.7391390e+33           5.5308173e+03           9.1090511e+03           5.8819542e+12           8.7404731e-09           3.5079787e+12          
1.7391008e+33           5.8362225e+03           9.2457615e+03           5.8719038e+12           8.9740865e-09           3.6719323e+12          
1.7390602e+33           6.1629761e+03           9.3765210e+03           5.8614606e+12           9.2285914e-09           3.8376431e+12          
1.7390171e+33           6.5126464e+03           9.5023235e+03           5.8506408e+12           9.5042840e-09           4.0046639e+12          
1.7389713e+33           6.8866152e+03           9.6238562e+03           5.8394314e+12           9.8015462e-09           4.1724676e+12          
1.7389227e+33           7.2867081e+03           9.7418183e+03           5.8278667e+12           1.0120903e-08           4.3408876e+12          
1.7388711e+33           7.7151889e+03           9.8568423e+03           5.8159137e+12           1.0463467e-08           4.5098874e+12          
1.7388163e+33           8.1738948e+03           9.9693257e+03           5.8035891e+12           1.0829800e-08           4.6793977e+12          
1.7387581e+33           8.6641258e+03           1.0079455e+04           5.7908944e+12           1.1220096e-08           4.8490073e+12          
1.7386966e+33           9.1883738e+03           1.0187658e+04           5.7778791e+12           1.1635578e-08           5.0186841e+12          
1.7386312e+33           9.7494576e+03           1.0294294e+04           5.7644884e+12           1.2077997e-08           5.1882221e+12          
1.7385620e+33           1.0192847e+04           1.0372063e+04           5.7507646e+12           1.2428383e-08           5.3123738e+12          
1.7385259e+33           1.0664319e+04           1.0451569e+04           5.7437773e+12           1.2793942e-08           5.4412314e+12          
1.7384506e+33           1.1153494e+04           1.0527940e+04           5.7295707e+12           1.3176206e-08           5.5643889e+12          
1.7384114e+33           1.1581253e+04           1.0592248e+04           5.7223701e+12           1.3505540e-08           5.6690976e+12          
1.7383510e+33           1.2024381e+04           1.0655274e+04           5.7114950e+12           1.3847152e-08           5.7713613e+12          
1.7383090e+33           1.2583975e+04           1.0732000e+04           5.7041067e+12           1.4272195e-08           5.8968092e+12          
1.7382223e+33           1.3371552e+04           1.0832540e+04           5.6892411e+12           1.4869342e-08           6.0602385e+12          
1.7381298e+33           1.4318624e+04           1.0945187e+04           5.6739336e+12           1.5578868e-08           6.2430094e+12          
1.7380091e+33           1.5235481e+04           1.1045362e+04           5.6547577e+12           1.6263815e-08           6.4033949e+12          
1.7379262e+33           1.5974020e+04           1.1121798e+04           5.6420616e+12           1.6808962e-08           6.5254519e+12          
1.7378466e+33           1.6802505e+04           1.1203429e+04           5.6302187e+12           1.7414281e-08           6.6552550e+12          
1.7377453e+33           1.7737905e+04           1.1290317e+04           5.6156166e+12           1.8093114e-08           6.7920684e+12          
1.7376445e+33           1.8549497e+04           1.1361651e+04           5.6015418e+12           1.8678521e-08           6.9031763e+12          
1.7375717e+33           1.9437737e+04           1.1436821e+04           5.5916672e+12           1.9310915e-08           7.0200066e+12          
1.7374558e+33           2.0428038e+04           1.1515959e+04           5.5763766e+12           2.0013460e-08           7.1411264e+12          
1.7373637e+33           2.1209081e+04           1.1575740e+04           5.5645929e+12           2.0563419e-08           7.2317456e+12          
1.7372931e+33           2.2142794e+04           1.1644975e+04           5.5557745e+12           2.1213155e-08           7.3364025e+12          
1.7371703e+33           2.3452948e+04           1.1737147e+04           5.5408483e+12           2.2118575e-08           7.4737235e+12          
1.7370247e+33           2.5044509e+04           1.1842734e+04           5.5237619e+12           2.3205937e-08           7.6288036e+12          
1.7368483e+33           2.6621346e+04           1.1940630e+04           5.5039050e+12           2.4274566e-08           7.7696197e+12          
1.7367102e+33           2.7706627e+04           1.2004802e+04           5.4889456e+12           2.5003872e-08           7.8606163e+12          
1.7366342e+33           2.8923870e+04           1.2074952e+04           5.4809195e+12           2.5810524e-08           7.9599373e+12          
1.7364714e+33           3.0718448e+04           1.2173076e+04           5.4641950e+12           2.6991420e-08           8.0963365e+12          
1.7362863e+33           3.2751897e+04           1.2278187e+04           5.4458985e+12           2.8314015e-08           8.2399714e+12          
1.7360825e+33           3.4428505e+04           1.2359969e+04           5.4265485e+12           2.9396591e-08           8.3492258e+12          
1.7359702e+33           3.5668530e+04           1.2418647e+04           5.4162264e+12           3.0187952e-08           8.4271659e+12          
1.7358504e+33           3.7689428e+04           1.2511343e+04           5.4054630e+12           3.1461272e-08           8.5494635e+12          
1.7355949e+33           3.9879122e+04           1.2605662e+04           5.3833015e+12           3.2835786e-08           8.6702412e+12          
1.7354504e+33           4.1530695e+04           1.2674453e+04           5.3712096e+12           3.3859232e-08           8.7575303e+12          
1.7352959e+33           4.3311440e+04           1.2746116e+04           5.3586201e+12           3.4953291e-08           8.8473336e+12          
1.7351310e+33           4.5231481e+04           1.2820715e+04           5.3455351e+12           3.6122707e-08           8.9395813e+12          
1.7349548e+33           4.7304304e+04           1.2898407e+04           5.3319471e+12           3.7373748e-08           9.0343553e+12          
1.7347664e+33           4.9544045e+04           1.2979331e+04           5.3178268e+12           3.8712915e-08           9.1315914e+12          
1.7345650e+33           5.2854754e+04           1.3094563e+04           5.3031764e+12           4.0663349e-08           9.2684164e+12          
1.7341965e+33           5.7520213e+04           1.3246893e+04           5.2774577e+12           4.3375749e-08           9.4436681e+12          
1.7337772e+33           6.2937642e+04           1.3412374e+04           5.2497466e+12           4.6467119e-08           9.6281389e+12          
1.7333005e+33           6.7456663e+04           1.3541201e+04           5.2200165e+12           4.9012405e-08           9.7664566e+12          
1.7330464e+33           7.0741115e+04           1.3631680e+04           5.2048595e+12           5.0832051e-08           9.8622390e+12          
1.7327754e+33           7.6120671e+04           1.3774833e+04           5.1891853e+12           5.3761635e-08           1.0011275e+13          
1.7321965e+33           8.4170738e+04           1.3974882e+04           5.1572297e+12           5.8075201e-08           1.0210700e+13          
1.7315343e+33           9.3298177e+04           1.4186283e+04           5.1229526e+12           6.2855965e-08           1.0412182e+13          
1.7308258e+33           1.0072451e+05           1.4347068e+04           5.0886129e+12           6.6678127e-08           1.0558670e+13          
1.7304482e+33           1.0595849e+05           1.4456709e+04           5.0711840e+12           6.9322725e-08           1.0656518e+13          
1.7300706e+33           1.1391313e+05           1.4618253e+04           5.0543062e+12           7.3269636e-08           1.0797496e+13          
1.7293154e+33           1.2478962e+05           1.4826895e+04           5.0220570e+12           7.8572540e-08           1.0971841e+13          
1.7285602e+33           1.3592909e+05           1.5029927e+04           4.9916064e+12           8.3881341e-08           1.1134419e+13          
1.7278050e+33           1.4447603e+05           1.5178719e+04           4.9627421e+12           8.7885099e-08           1.1248849e+13          
1.7274274e+33           1.5023699e+05           1.5276914e+04           4.9488483e+12           9.0541484e-08           1.1322784e+13          
1.7270498e+33           1.5897188e+05           1.5422866e+04           4.9352871e+12           9.4507939e-08           1.1430211e+13          
1.7262946e+33           1.7086379e+05           1.5614375e+04           4.9090928e+12           9.9820098e-08           1.1565991e+13          
1.7255394e+33           1.8299634e+05           1.5803311e+04           4.8840323e+12           1.0512892e-07           1.1694953e+13          
1.7247842e+33           1.9536527e+05           1.5990104e+04           4.8599968e+12           1.1043370e-07           1.1817809e+13          
1.7240290e+33           2.1480051e+05           1.6275446e+04           4.8368928e+12           1.1854118e-07           1.1997532e+13          
1.7224548e+33           2.3524288e+05           1.6560229e+04           4.7913828e+12           1.2686897e-07           1.2165801e+13          
1.7216676e+33           2.4911287e+05           1.6748936e+04           4.7698220e+12           1.3237208e-07           1.2272711e+13          
1.7208805e+33           2.7027595e+05           1.7030496e+04           4.7489731e+12           1.4056036e-07           1.2425884e+13          
1.7193062e+33           2.9943213e+05           1.7402151e+04           4.7091991e+12           1.5152241e-07           1.2616964e+13          
1.7177319e+33           3.2950840e+05           1.7769648e+04           4.6716924e+12           1.6246139e-07           1.2796368e+13          
1.7161576e+33           3.5274381e+05           1.8041407e+04           4.6361600e+12           1.7070897e-07           1.2923755e+13          
1.7153705e+33           3.6845755e+05           1.8221011e+04           4.6190592e+12           1.7617566e-07           1.3006222e+13          
1.7145834e+33           3.9236098e+05           1.8487623e+04           4.6023674e+12           1.8433846e-07           1.3126425e+13          
1.7130091e+33           4.2511123e+05           1.8834475e+04           4.5701208e+12           1.9532571e-07           1.3279370e+13          
1.7114348e+33           4.7185940e+05           1.9302897e+04           4.5392649e+12           2.1056102e-07           1.3483754e+13          
1.7086309e+33           5.1880511e+05           1.9727070e+04           4.4873462e+12           2.2564550e-07           1.3667005e+13          
1.7072290e+33           5.5077296e+05           2.0001106e+04           4.4627058e+12           2.3568214e-07           1.3786643e+13          
1.7058270e+33           5.9972338e+05           2.0399239e+04           4.4388570e+12           2.5072894e-07           1.3962657e+13          
1.7030231e+33           6.6762747e+05           2.0898992e+04           4.3933150e+12           2.7126740e-07           1.4185240e+13          
1.7002192e+33           7.2708221e+05           2.1298850e+04           4.3503647e+12           2.8889615e-07           1.4364743e+13          
1.6982945e+33           7.7669884e+05           2.1614521e+04           4.3222254e+12           3.0330250e-07           1.4507160e+13          
1.6963699e+33           8.2752419e+05           2.1921834e+04           4.2950777e+12           3.1782346e-07           1.4645425e+13          
1.6944452e+33           8.7955126e+05           2.2221969e+04           4.2688462e+12           3.3245454e-07           1.4779713e+13          
1.6925205e+33           9.2653187e+05           2.2481495e+04           4.2434641e+12           3.4548232e-07           1.4894983e+13          
1.6910472e+33           9.6796806e+05           2.2703490e+04           4.2245723e+12           3.5681022e-07           1.4992954e+13          
1.6895740e+33           1.0311653e+06           2.3032683e+04           4.2061178e+12           3.7377082e-07           1.5137516e+13          
1.6866275e+33           1.1269468e+06           2.3507580e+04           4.1704268e+12           3.9890525e-07           1.5342309e+13          
1.6830887e+33           1.2354534e+06           2.4019852e+04           4.1295164e+12           4.2654493e-07           1.5556732e+13          
1.6795498e+33           1.3479214e+06           2.4530462e+04           4.0905092e+12           4.5427760e-07           1.5761748e+13          
1.6760110e+33           1.4352376e+06           2.4914815e+04           4.0531937e+12           4.7522256e-07           1.5909892e+13          
1.6742416e+33           1.4944361e+06           2.5172112e+04           4.0351131e+12           4.8910597e-07           1.6006101e+13          
1.6724721e+33           1.5871939e+06           2.5570918e+04           4.0173891e+12           5.1036109e-07           1.6150497e+13          
1.6687876e+33           1.7168113e+06           2.6118086e+04           3.9815435e+12           5.3916692e-07           1.6339101e+13          
1.6651030e+33           1.8507289e+06           2.6675512e+04           3.9470079e+12           5.6784034e-07           1.6520593e+13          
1.6614185e+33           1.9889647e+06           2.7244558e+04           3.9136473e+12           5.9634697e-07           1.6695509e+13          
1.6577339e+33           2.1656518e+06           2.7964947e+04           3.8813440e+12           6.3126862e-07           1.6903636e+13          
1.6522865e+33           2.3860255e+06           2.8851153e+04           3.8353067e+12           6.7271779e-07           1.7141941e+13          
1.6468391e+33           2.5716768e+06           2.9586447e+04           3.7910772e+12           7.0603991e-07           1.7327513e+13          
1.6434954e+33           2.7166021e+06           3.0154092e+04           3.7647243e+12           7.3111041e-07           1.7464787e+13          
1.6401517e+33           2.8920312e+06           3.0832245e+04           3.7389201e+12           7.6047701e-07           1.7623124e+13          
1.6356041e+33           3.1012330e+06           3.1624467e+04           3.7046330e+12           7.9429857e-07           1.7801789e+13          
1.6310564e+33           3.3200269e+06           3.2433885e+04           3.6712005e+12           8.2843881e-07           1.7978698e+13          
1.6264050e+33           3.5488722e+06           3.3258376e+04           3.6378113e+12           8.6298104e-07           1.8154370e+13          
1.6217535e+33           3.8496371e+06           3.4311305e+04           3.6051716e+12           9.0669975e-07           1.8374173e+13          
1.6145775e+33           4.2334393e+06           3.5592972e+04           3.5561460e+12           9.6046222e-07           1.8636790e+13          
1.6074015e+33           4.5732711e+06           3.6673071e+04           3.5085905e+12           1.0064554e-06           1.8855547e+13          
1.6024822e+33           4.8590801e+06           3.7550011e+04           3.4767689e+12           1.0439506e-06           1.9032327e+13          
1.5975629e+33           5.1578023e+06           3.8433744e+04           3.4455287e+12           1.0822366e-06           1.9210255e+13          
1.5925332e+33           5.4701108e+06           3.9322727e+04           3.4141521e+12           1.1214134e-06           1.9389611e+13          
1.5875034e+33           5.8783706e+06           4.0438937e+04           3.3833148e+12           1.1713204e-06           1.9616678e+13          
1.5798117e+33           6.4017576e+06           4.1779458e+04           3.3371252e+12           1.2339850e-06           1.9893958e+13          
1.5719919e+33           6.8667653e+06           4.2889182e+04           3.2913058e+12           1.2887330e-06           2.0128454e+13          
1.5667069e+33           7.4550471e+06           4.4223038e+04           3.2609603e+12           1.3560071e-06           2.0420603e+13          
1.5559622e+33           8.3082563e+06           4.5953052e+04           3.2006723e+12           1.4527377e-06           2.0820559e+13          
1.5449815e+33           9.0058383e+06           4.7207507e+04           3.1409656e+12           1.5314270e-06           2.1127887e+13          
1.5393712e+33           9.4941542e+06           4.8032252e+04           3.1111929e+12           1.5855853e-06           2.1340577e+13          
1.5337610e+33           1.0263086e+07           4.9251624e+04           3.0818860e+12           1.6694660e-06           2.1672374e+13          
1.5222969e+33           1.1098946e+07           5.0419951e+04           3.0233617e+12           1.7612183e-06           2.2006731e+13          
1.5164413e+33           1.1684231e+07           5.1188846e+04           2.9941931e+12           1.8244562e-06           2.2236115e+13          
1.5105856e+33           1.2606115e+07           5.2330101e+04           2.9654860e+12           1.9223989e-06           2.2591330e+13          
1.4986232e+33           1.3777131e+07           5.3623892e+04           2.9081883e+12           2.0461708e-06           2.3013890e+13          
1.4894844e+33           1.4854979e+07           5.4723352e+04           2.8656277e+12           2.1579396e-06           2.3387099e+13          
1.4802007e+33           1.5816677e+07           5.5633842e+04           2.8234007e+12           2.2564847e-06           2.3702220e+13          
1.4738977e+33           1.6622789e+07           5.6362034e+04           2.7952919e+12           2.3378209e-06           2.3957821e+13          
1.4675946e+33           1.7678322e+07           5.7274671e+04           2.7676142e+12           2.4425991e-06           2.4282459e+13          
1.4579670e+33           1.9496833e+07           5.8753604e+04           2.7261269e+12           2.6188525e-06           2.4816069e+13          
1.4415870e+33           2.1261339e+07           6.0062389e+04           2.6575764e+12           2.7869489e-06           2.5287744e+13          
1.4349169e+33           2.2866371e+07           6.1214101e+04           2.6303858e+12           2.9348662e-06           2.5700852e+13          
1.4213717e+33           2.4611603e+07           6.2393324e+04           2.5763036e+12           3.0928627e-06           2.6117006e+13          
1.4144958e+33           2.6459654e+07           6.3608542e+04           2.5494223e+12           3.2549330e-06           2.6540514e+13          
1.4005351e+33           2.9155697e+07           6.5297516e+04           2.4958964e+12           3.4845008e-06           2.7114925e+13          
1.3862934e+33           3.1370157e+07           6.6627024e+04           2.4426610e+12           3.6672951e-06           2.7552699e+13          
1.3790661e+33           3.3717231e+07           6.8009574e+04           2.4161417e+12           3.8544475e-06           2.7993914e+13          
1.3643967e+33           3.6713812e+07           6.9714805e+04           2.3632133e+12           4.0859522e-06           2.8517462e+13          
1.3532052e+33           3.9956138e+07           7.1516931e+04           2.3236016e+12           4.3263488e-06           2.9048286e+13          
1.3380282e+33           4.3005233e+07           7.3162584e+04           2.2708079e+12           4.5447077e-06           2.9512825e+13          
1.3303295e+33           4.5697220e+07           7.4594788e+04           2.2444118e+12           4.7307724e-06           2.9903065e+13          
1.3186430e+33           4.9766551e+07           7.6712779e+04           2.2047676e+12           5.0020393e-06           3.0458447e+13          
1.3028003e+33           5.3610055e+07           7.8653381e+04           2.1517557e+12           5.2491221e-06           3.0947181e+13          
1.2947666e+33           5.6324265e+07           8.0001932e+04           2.1251757e+12           5.4179690e-06           3.1277610e+13          
1.2866576e+33           5.9911843e+07           8.1753959e+04           2.0985232e+12           5.6347922e-06           3.1696760e+13          
1.2743520e+33           6.3786211e+07           8.3594351e+04           2.0583753e+12           5.8625161e-06           3.2126312e+13          
1.2660533e+33           6.7069278e+07           8.5123354e+04           2.0314911e+12           6.0500319e-06           3.2476179e+13          
1.2576783e+33           7.0541474e+07           8.6706839e+04           2.0044938e+12           6.2436908e-06           3.2832768e+13          
1.2492266e+33           7.4216706e+07           8.8346226e+04           1.9773721e+12           6.4438928e-06           3.3196968e+13          
1.2406980e+33           7.8110233e+07           9.0043084e+04           1.9501146e+12           6.6510418e-06           3.3569275e+13          
1.2320924e+33           8.2248097e+07           9.1803108e+04           1.9227098e+12           6.8660596e-06           3.3951262e+13          
1.2233706e+33           8.7741703e+07           9.4080906e+04           1.8950230e+12           7.1436002e-06           3.4440268e+13          
1.2102297e+33           9.4332501e+07           9.6706844e+04           1.8534339e+12           7.4678434e-06           3.4997566e+13          
1.1991087e+33           9.9510760e+07           9.8699402e+04           1.8183444e+12           7.7161279e-06           3.5416603e+13          
1.1924068e+33           1.0427432e+08           1.0049340e+05           1.7972374e+12           7.9388465e-06           3.5792140e+13          
1.1833734e+33           1.1229673e+08           1.0342648e+05           1.7688118e+12           8.3034200e-06           3.6402865e+13          
1.1673540e+33           1.2042664e+08           1.0624298e+05           1.7184164e+12           8.6651932e-06           3.6985276e+13          
1.1604466e+33           1.2644104e+08           1.0827778e+05           1.6967036e+12           8.9247318e-06           3.7404431e+13          
1.1511383e+33           1.3568232e+08           1.1130423e+05           1.6674275e+12           9.3132755e-06           3.8026810e+13          
1.1370183e+33           1.4801025e+08           1.1514309e+05           1.6229429e+12           9.8166375e-06           3.8814073e+13          
1.1227407e+33           1.5947849e+08           1.1853296e+05           1.5778459e+12           1.0271234e-05           3.9507281e+13          
1.1131170e+33           1.6818062e+08           1.2101491e+05           1.5473712e+12           1.0606927e-05           4.0014535e+13          
1.1058203e+33           1.7610048e+08           1.2321258e+05           1.5242080e+12           1.0906077e-05           4.0463805e+13          
1.0985236e+33           1.8873989e+08           1.2662385e+05           1.5009839e+12           1.1370302e-05           4.1160785e+13          
1.0837723e+33           2.0460808e+08           1.3066880e+05           1.4537809e+12           1.1940360e-05           4.1985210e+13          
1.0738330e+33           2.2201322e+08           1.3493493e+05           1.4218018e+12           1.2541948e-05           4.2854431e+13          
1.0587664e+33           2.3989393e+08           1.3905880e+05           1.3729461e+12           1.3145841e-05           4.3694618e+13          
1.0511790e+33           2.5703778e+08           1.4289093e+05           1.3481839e+12           1.3703302e-05           4.4475529e+13          
1.0384253e+33           2.7881333e+08           1.4750318e+05           1.3062240e+12           1.4394388e-05           4.5415196e+13          
1.0281321e+33           3.0030680e+08           1.5185710e+05           1.2720525e+12           1.5054590e-05           4.6303006e+13          
1.0177608e+33           3.1823531e+08           1.5532511e+05           1.2372981e+12           1.5593170e-05           4.7010787e+13          
1.0125459e+33           3.3726562e+08           1.5892016e+05           1.2196989e+12           1.6147556e-05           4.7744754e+13          
1.0020576e+33           3.6570339e+08           1.6403705e+05           1.1839876e+12           1.6956743e-05           4.8787576e+13          
9.9149168e+32           3.8974747e+08           1.6815001e+05           1.1475769e+12           1.7624415e-05           4.9627260e+13          
9.8617970e+32           4.1545292e+08           1.7243419e+05           1.1291045e+12           1.8314510e-05           5.0503814e+13          
9.7549786e+32           4.5448011e+08           1.7859770e+05           1.0915339e+12           1.9335407e-05           5.1763696e+13          
9.6473913e+32           4.8808913e+08           1.8361485e+05           1.0531059e+12           2.0191001e-05           5.2788580e+13          
9.5932150e+32           5.1221961e+08           1.8711338e+05           1.0335292e+12           2.0788164e-05           5.3503959e+13          
9.5390387e+32           5.5128106e+08           1.9260999e+05           1.0137773e+12           2.1727087e-05           5.4629371e+13          
9.4299247e+32           5.9692748e+08           1.9864383e+05           9.7338019e+11           2.2802577e-05           5.5865248e+13          
9.3749891e+32           6.3003981e+08           2.0288019e+05           9.5275125e+11           2.3558368e-05           5.6733260e+13          
9.3200535e+32           6.6612850e+08           2.0734467e+05           9.3189553e+11           2.4364377e-05           5.7647824e+13          
9.2647417e+32           7.2547442e+08           2.1443437e+05           9.1065327e+11           2.5645695e-05           5.9101565e+13          
9.1537443e+32           7.9694856e+08           2.2236499e+05           8.6715876e+11           2.7154097e-05           6.0728726e+13          
